username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RahulTMathew;2015-12-02 02:00;0;0;"People stranded near Annanagar, Chennai can reach out to Alan 9962914999. Accommodation and Food arranged. #ChennaiFloods #PrayforChennai";;;#ChennaiFloods #PrayforChennai;"671788490019868672";https://twitter.com/RahulTMathew/status/671788490019868672
kgopz;2015-12-02 02:00;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/iArafathh/stat us/671673644498595840 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671788483929899008";https://twitter.com/kgopz/status/671788483929899008
meinincubator;2015-12-02 02:00;23;4;"#SOS #PlsShare #ChennaiFloods #ChennaiRains #HelpLines @BloodDonorsIn @AnupamPkher @SrBachchan @iHrithik @SirJadeja pic.twitter.com/ZneivhpBfS";;@BloodDonorsIn @AnupamPkher @SrBachchan @iHrithik @SirJadeja;#SOS #PlsShare #ChennaiFloods #ChennaiRains #HelpLines;"671788482575114240";https://twitter.com/meinincubator/status/671788482575114240
kgopz;2015-12-02 02:00;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/itsyuvayuvi/st atus/671673856784863232 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671788414807732224";https://twitter.com/kgopz/status/671788414807732224
TMManiac;2015-12-02 01:59;2;0;"@kumarManiakonar Pls Use all the tags bro #chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods it'll be helpful for all";;@kumarManiakonar;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671788333232599040";https://twitter.com/TMManiac/status/671788333232599040
harivu3;2015-12-02 01:59;0;0;"Any injuries want blood Pls Contact Me 8098339738 A+ My capable Help.... Be safe guys Sai Sai #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671788293407703040";https://twitter.com/harivu3/status/671788293407703040
amritalakshmi1;2015-12-02 01:59;2;0;"Help required in #Velcahery #chennairains #ChennaiFloods https:// twitter.com/Raghulrozario1 /status/671787839655317504 …";;;#Velcahery #chennairains #ChennaiFloods;"671788215167287296";https://twitter.com/amritalakshmi1/status/671788215167287296
Texx_willer;2015-12-02 01:59;0;0;"Kudos #chennairains #ChennaiFloods #chennairainshelp https:// twitter.com/milligazette/s tatus/671783494251515906 …";;;#chennairains #ChennaiFloods #chennairainshelp;"671788175304486914";https://twitter.com/Texx_willer/status/671788175304486914
kgopz;2015-12-02 01:59;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/Troll_Cinema/s tatus/671746634972323840 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671788158070190080";https://twitter.com/kgopz/status/671788158070190080
iNayanMakwana;2015-12-02 01:59;0;0;"Prayers are with people of Chennai and Tamilnadu #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671788127602667524";https://twitter.com/iNayanMakwana/status/671788127602667524
TMManiac;2015-12-02 01:58;1;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/Actor_BobSyed/ status/671787671958654976 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671788093259644928";https://twitter.com/TMManiac/status/671788093259644928
karthika_gm;2015-12-02 01:58;10;1;"Ola Boat launched in all Chennai Area Contact 7708068600 #ChennaiRainsHelp #ChennaiFloods #chennairains";;;#ChennaiRainsHelp #ChennaiFloods #chennairains;"671788073760464897";https://twitter.com/karthika_gm/status/671788073760464897
shakthisivaji;2015-12-02 01:58;0;0;"#chennairains #ChennaiFloods Emergency numbers that were sent to be by someone to! Stay safe people";;;#chennairains #ChennaiFloods;"671788059743019008";https://twitter.com/shakthisivaji/status/671788059743019008
sidaura;2015-12-02 01:58;0;0;"Trees falling, electricity wires hanging, craters across roads! Stay safe! Stay indoors! #ChennaiFloods";;;#ChennaiFloods;"671787981552816128";https://twitter.com/sidaura/status/671787981552816128
AureliaTakacs;2015-12-02 01:58;1;1;"Thoughts and prayers with #Chennai #ChennaiFloods https:// twitter.com/venkatpraveenR /status/671741700168028160 …";;;#Chennai #ChennaiFloods;"671787964188467200";https://twitter.com/AureliaTakacs/status/671787964188467200
TMManiac;2015-12-02 01:58;3;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/Valiant_vishnu /status/671787591222493185 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671787963592736768";https://twitter.com/TMManiac/status/671787963592736768
MeenakshiSiva;2015-12-02 01:58;0;0;"From morning no power in most places. How come ppl call out for help if their mobile charge us drained? Feeling helpless.. #ChennaiFloods";;;#ChennaiFloods;"671787963471163392";https://twitter.com/MeenakshiSiva/status/671787963471163392
Vivigopi;2015-12-02 01:58;0;0;"@Actor_Siddharth Spot on... Need of the hour adhu thaan Sid !! Keep going !! #TNFlood #ChennaiFloods";Pondicherry, India;@Actor_Siddharth;#TNFlood #ChennaiFloods;"671787905191272448";https://twitter.com/Vivigopi/status/671787905191272448
arun0289;2015-12-02 01:58;0;0;"Any baker/ bakery who cn prepare bread loaves in large quantities in a short tym pls #ChennaiFloods @RJ_Balaji @Actor_Siddharth";;@RJ_Balaji @Actor_Siddharth;#ChennaiFloods;"671787889546518528";https://twitter.com/arun0289/status/671787889546518528
TMManiac;2015-12-02 01:58;1;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/GitanjaliSelva /status/671787780779806720 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671787885708730368";https://twitter.com/TMManiac/status/671787885708730368
ModiBihar;2015-12-02 01:57;1;1;"" @RackiieeeE : #chennairains #chennairainshelp #ChennaiFloods #chennai #Chennai https:// twitter.com/modibihar/stat us/671786242204237825 … "";;@RackiieeeE;#chennairains #chennairainshelp #ChennaiFloods #chennai #Chennai;"671787848417153024";https://twitter.com/ModiBihar/status/671787848417153024
prassy1206;2015-12-02 01:57;1;1;"Rain rain go away!! #chennairains #ChennaiFloods #StaySafeChennai";;;#chennairains #ChennaiFloods #StaySafeChennai;"671787843254132737";https://twitter.com/prassy1206/status/671787843254132737
iam_sharuq;2015-12-02 01:57;0;0;"Situation getting more worse. PLS HELP the need....!!!! #ChennaiFloods";;;#ChennaiFloods;"671787834605371392";https://twitter.com/iam_sharuq/status/671787834605371392
TMManiac;2015-12-02 01:57;2;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods pic.twitter.com/RcPB3VsI1G";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671787832302657536";https://twitter.com/TMManiac/status/671787832302657536
sreeramraj;2015-12-02 01:57;0;0;"Let us make it trending, so Indian govt & National news channel @ndtv @timesofindia bring #ChennaiFloods into limelight. #PrayforChennai";;@ndtv @timesofindia;#ChennaiFloods #PrayforChennai;"671787722403684352";https://twitter.com/sreeramraj/status/671787722403684352
ExactlyThat;2015-12-02 01:57;0;3;"It is scary how unprepared our cities are from natural disasters. #ChennaiFloods";;;#ChennaiFloods;"671787708641972224";https://twitter.com/ExactlyThat/status/671787708641972224
kgopz;2015-12-02 01:57;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/ggiittiikkaa/s tatus/671764309911969792 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671787704695267333";https://twitter.com/kgopz/status/671787704695267333
Parvezashmi;2015-12-02 01:57;0;0;"Ola Boat launched in all Chennai Area Contact 7708068600 #ChennaiRainsHelp #ChennaiFloods #chennairains";;;#ChennaiRainsHelp #ChennaiFloods #chennairains;"671787672524881920";https://twitter.com/Parvezashmi/status/671787672524881920
kgopz;2015-12-02 01:57;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/ggiittiikkaa/s tatus/671769340308545536 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671787632557453312";https://twitter.com/kgopz/status/671787632557453312
Rmanojkumarr;2015-12-02 01:57;0;2;"Folks, is it still raining in chennai?? Unable to sleep in Blore. My thoughts to people of chennai. #chennairains #ChennaiFloods";Bengaluru South, India;;#chennairains #ChennaiFloods;"671787608280666112";https://twitter.com/Rmanojkumarr/status/671787608280666112
rahulganga16;2015-12-02 01:57;2;1;"I hope people of Chennai show bit of liberality towards stray dogs out there. #chennairains #ChennaiFloods #PrayforChennai #Helpdogs";;;#chennairains #ChennaiFloods #PrayforChennai #Helpdogs;"671787603314606081";https://twitter.com/rahulganga16/status/671787603314606081
kgopz;2015-12-02 01:56;0;0;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/Kuvalayamala/s tatus/671786562192056320 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671787512831057924";https://twitter.com/kgopz/status/671787512831057924
TMManiac;2015-12-02 01:56;2;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/manassehanand/ status/671783736564838400 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671787418438119424";https://twitter.com/TMManiac/status/671787418438119424
thayir_sadham;2015-12-02 01:55;0;0;"The simple truth is that there's been no coverage by the media, or any help from the center. Rely on each other, stay strong. #ChennaiFloods";;;#ChennaiFloods;"671787241190985728";https://twitter.com/thayir_sadham/status/671787241190985728
shahirmon;2015-12-02 01:55;0;1;"Share !!!! #chennairains #chennairain2015 #chennaifloods #chennairainhelp #chennaiweather http:// fb.me/2xOs7wNmY";;;#chennairains #chennairain2015 #chennaifloods #chennairainhelp #chennaiweather;"671787230722158592";https://twitter.com/shahirmon/status/671787230722158592
ChennaiTwEater;2015-12-02 01:55;0;0;"#chennaiaccomodation #Chennai #chennairains #chennaifloods #chennaishelters #nungambakkam #chetpet http:// fb.me/4c9KALy4M";;;#chennaiaccomodation #Chennai #chennairains #chennaifloods #chennaishelters #nungambakkam #chetpet;"671787197473886209";https://twitter.com/ChennaiTwEater/status/671787197473886209
6235av;2015-12-02 01:55;0;0;"VITChennai is literally flooded. Prayers #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671787128364253184";https://twitter.com/6235av/status/671787128364253184
GolPuri;2015-12-02 01:55;6;0;"#ICanAccomodate relief resource on TL of @Nir_27 “ https:// twitter.com/Suvee_InMyWord s/status/671783539105382401 … ” #chennairains #ChennaiFloods #chennairainupdates #ChennaiRescue";;@Nir_27;#ICanAccomodate #chennairains #ChennaiFloods #chennairainupdates #ChennaiRescue;"671787117295505408";https://twitter.com/GolPuri/status/671787117295505408
kgopz;2015-12-02 01:54;0;1;"#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning https:// twitter.com/venkatpraveenR /status/671741700168028160 …";;;#PrayforChennai #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning;"671787077948846080";https://twitter.com/kgopz/status/671787077948846080
im_loky_7;2015-12-02 01:54;0;0;"This is for the morons who use#chennairains #ChennaiFloods hashtags to make ur post popular,just _|_ off!!! @ChennaiRains @chennaiweather";;@ChennaiRains @chennaiweather;#chennairains #ChennaiFloods;"671787074803003392";https://twitter.com/im_loky_7/status/671787074803003392
leejose87;2015-12-02 01:54;0;0;"#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/Shravs8099/sta tus/671786051103383552 …";;;#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods;"671787036777406464";https://twitter.com/leejose87/status/671787036777406464
harivu3;2015-12-02 01:54;0;0;"My battery is shutdown No Current Till Now Be safe guys #chennairains #ChennaiFloods sai sai";;;#chennairains #ChennaiFloods;"671786984277344256";https://twitter.com/harivu3/status/671786984277344256
RackiieeeE;2015-12-02 01:54;1;1;"#chennairains #chennairainshelp #ChennaiFloods #chennai #Chennai https:// twitter.com/modibihar/stat us/671786242204237825 …";;;#chennairains #chennairainshelp #ChennaiFloods #chennai #Chennai;"671786894292885504";https://twitter.com/RackiieeeE/status/671786894292885504
vs_sat;2015-12-02 01:54;2;0;"Hotel Gokulam park @Ashoknagar opened for Shelter.. #ChennaiRainsHelp #chennairains #ChennaiFloods";Hosur SIPCOT Phase 2, India;@Ashoknagar;#ChennaiRainsHelp #chennairains #ChennaiFloods;"671786891205738498";https://twitter.com/vs_sat/status/671786891205738498
iam_sharuq;2015-12-02 01:54;0;0;"We don't want holidays. We don't need postpones... All we need is a Chennai free of flood!!! #ChennaiFloods";;;#ChennaiFloods;"671786863087058944";https://twitter.com/iam_sharuq/status/671786863087058944
data_padawan;2015-12-02 01:53;0;0;"With all that's happening in #ChennaiFloods ,This is something really helpful. Kudos!! http:// osm-in.github.io/flood-map/chen nai.html#10.05/13.0085/80.1970/-27.5 …";;;#ChennaiFloods #10;"671786779641446400";https://twitter.com/data_padawan/status/671786779641446400
TMManiac;2015-12-02 01:53;2;0;"@Actor_Siddharth #chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/VirtualTamilan /status/671786565786402816 …";;@Actor_Siddharth;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671786777749794816";https://twitter.com/TMManiac/status/671786777749794816
meinincubator;2015-12-02 01:53;0;0;"#PleaseShare @AnupamPkher @SrBachchan @ashwinravi99 @SirJadeja @PMOIndia @narendramodi #ChennaiRains #ChennaiFloods https:// twitter.com/PerfectFdn/sta tus/671739000718159872 …";;@AnupamPkher @SrBachchan @ashwinravi99 @SirJadeja @PMOIndia @narendramodi;#PleaseShare #ChennaiRains #ChennaiFloods;"671786739799826432";https://twitter.com/meinincubator/status/671786739799826432
TMManiac;2015-12-02 01:53;1;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/faazilmohammed /status/671786331844964352 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671786635235725312";https://twitter.com/TMManiac/status/671786635235725312
Krithika_2012;2015-12-02 01:53;1;1;"Prevent yourself from electric shocks. Very important. Plis take note. #ChennaiRains #ChennaiFloods https:// twitter.com/nayakgirin/sta tus/671751795031445505 …";;;#ChennaiRains #ChennaiFloods;"671786604449521664";https://twitter.com/Krithika_2012/status/671786604449521664
Kuvalayamala;2015-12-02 01:52;16;5;"Total black out of #ChennaiFloods by English media. Tyrrany of Distance? Huh?";;;#ChennaiFloods;"671786562192056320";https://twitter.com/Kuvalayamala/status/671786562192056320
TMManiac;2015-12-02 01:52;5;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/MuthuWR/status /671778549146107905 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671786531674152961";https://twitter.com/TMManiac/status/671786531674152961
sathyans05;2015-12-02 01:52;0;0;"@itisprashanth great bro.. continue your valuable help #chennairains #ChennaiFloods #TamilNaduRains";;@itisprashanth;#chennairains #ChennaiFloods #TamilNaduRains;"671786473180561410";https://twitter.com/sathyans05/status/671786473180561410
BadmashFRQ;2015-12-02 01:52;0;1;"As I go to sleep. Prayers for all in Chennai, stay strong. May Allah help all the folks. #ChennaiFloods";;;#ChennaiFloods;"671786427747733504";https://twitter.com/BadmashFRQ/status/671786427747733504
Nir_27;2015-12-02 01:52;1;1;"#ChennaiFloods reminds me of gujarat 2002 horrible earthquake";;;#ChennaiFloods;"671786381824290816";https://twitter.com/Nir_27/status/671786381824290816
TMManiac;2015-12-02 01:52;0;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods Please RT with Quote & copy paste all these Tags !";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671786369392381952";https://twitter.com/TMManiac/status/671786369392381952
Thakurr_;2015-12-02 01:51;3;0;"Ola Boat launched in all Chennai Area Contact 7708068600 #ChennaiRainsHelp #ChennaiFloods #chennairains";;;#ChennaiRainsHelp #ChennaiFloods #chennairains;"671786298147864576";https://twitter.com/Thakurr_/status/671786298147864576
Tall_Dreams;2015-12-02 01:51;1;2;"#ICanAccomodate #chennairains #ChennaiFloods https:// twitter.com/hacker_balaji/ status/671773071938748416 …";;;#ICanAccomodate #chennairains #ChennaiFloods;"671786262454407168";https://twitter.com/Tall_Dreams/status/671786262454407168
ChennaiTwEater;2015-12-02 01:51;0;0;"#chennairains #chennaifloods #donatebread #eco #food #chennai http:// fb.me/zXq3AWyq";;;#chennairains #chennaifloods #donatebread #eco #food #chennai;"671786254715981824";https://twitter.com/ChennaiTwEater/status/671786254715981824
jeanswitz;2015-12-02 01:51;0;0;"Thoughts and prayers for friends and family back home #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671786235472445440";https://twitter.com/jeanswitz/status/671786235472445440
VijayEverything;2015-12-02 01:51;0;0;"Couldn't able to sleep,hope everyone s safe. #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671786183572111360";https://twitter.com/VijayEverything/status/671786183572111360
JanuPaigeVJ;2015-12-02 01:51;1;1;"@iamAmyJackson share #chennairains #ChennaiFloods Share something to get life";;@iamAmyJackson;#chennairains #ChennaiFloods;"671786169701543936";https://twitter.com/JanuPaigeVJ/status/671786169701543936
umadevarajan;2015-12-02 01:51;0;0;"@TimesNow Stop behaving like Police in hindi movies... Idiots .. #shameonyou #chennairains #ChennaiFloods";;@TimesNow;#shameonyou #chennairains #ChennaiFloods;"671786156002963456";https://twitter.com/umadevarajan/status/671786156002963456
TMManiac;2015-12-02 01:50;5;1;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/AjithUKFans/st atus/671786009563107329 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671786083261136896";https://twitter.com/TMManiac/status/671786083261136896
davidphtee;2015-12-02 01:50;0;0;"Hope all our friends are surviving #ChennaiFloods";;;#ChennaiFloods;"671786081902284800";https://twitter.com/davidphtee/status/671786081902284800
RahulDatta;2015-12-02 01:50;0;0;"Please RT #ChennaiFloods https:// twitter.com/Actor_Siddhart h/status/671785057867071488 …";;;#ChennaiFloods;"671786079029096448";https://twitter.com/RahulDatta/status/671786079029096448
utpalschaudhary;2015-12-02 01:50;0;0;"@naqui_s : Tips 4 driving thru flooded areas.Very useful & informative.Mite b helpful By: @autocar #chennairains #ChennaiFloods";;@naqui_s @autocar;#chennairains #ChennaiFloods;"671786042689781760";https://twitter.com/utpalschaudhary/status/671786042689781760
HappyHigh01;2015-12-02 01:50;14;2;"Imagine media's response had SRK or BigB tweeted this. #Sigh #ChennaiFloods https:// twitter.com/actor_siddhart h/status/671684853281132545 …";;;#Sigh #ChennaiFloods;"671786018467614721";https://twitter.com/HappyHigh01/status/671786018467614721
prat_p;2015-12-02 01:50;0;2;"#chennaifloods";;;#chennaifloods;"671785863676850178";https://twitter.com/prat_p/status/671785863676850178
TMManiac;2015-12-02 01:50;0;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/utpalschaudhar y/status/671785676757671936 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671785857444016128";https://twitter.com/TMManiac/status/671785857444016128
sathyans05;2015-12-02 01:49;1;0;"I really miss to serve people who suffer over there all I can is only pray.. #chennairains #TamilNaduRains #ChennaiFloods";;;#chennairains #TamilNaduRains #ChennaiFloods;"671785817350742017";https://twitter.com/sathyans05/status/671785817350742017
kamalbowselvam;2015-12-02 01:49;1;0;"Tonight will pass but tomorrow morning people will be stranded without food. Try to sharr a much you have #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671785815270424577";https://twitter.com/kamalbowselvam/status/671785815270424577
leejose87;2015-12-02 01:49;0;0;"#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/joe_selva1/sta tus/671760220436103168 …";;;#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods;"671785756038471681";https://twitter.com/leejose87/status/671785756038471681
iambeingkunal;2015-12-02 01:49;24;7;"#ChennaiRains #ChennaiFloods #chennairainhelp Emergency helpline numbers here: pic.twitter.com/g64eh5GpIK";;;#ChennaiRains #ChennaiFloods #chennairainhelp;"671785700799307776";https://twitter.com/iambeingkunal/status/671785700799307776
PBnrg;2015-12-02 01:49;3;4;"@ShashiTharoor Mr Tharoor, right now we dont care about ur opinion. If u spending time here, please RT #ChennaiFloods tweets for exposure";;@ShashiTharoor;#ChennaiFloods;"671785700187074560";https://twitter.com/PBnrg/status/671785700187074560
TMManiac;2015-12-02 01:49;9;2;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods pic.twitter.com/DNcemfe6uF";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671785639327608832";https://twitter.com/TMManiac/status/671785639327608832
sidaura;2015-12-02 01:49;0;0;"Parents: not the time to worry abt ur child school/college edu! City needs ur help in many ways. #ChennaiFloods";;;#ChennaiFloods;"671785617294954496";https://twitter.com/sidaura/status/671785617294954496
leejose87;2015-12-02 01:48;0;0;"#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/actorkaruna/st atus/671783983860940800 …";;;#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods;"671785558528540672";https://twitter.com/leejose87/status/671785558528540672
sachintyagica;2015-12-02 01:48;0;1;"People are requested to help as much and how much they can. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671785487573487616";https://twitter.com/sachintyagica/status/671785487573487616
TweetOfSaif;2015-12-02 01:48;0;1;"@utkarshagl0330 #chennairains #ChennaiFloods shud be getting a lot of media coverage but instead we r drowned in useless news";;@utkarshagl0330;#chennairains #ChennaiFloods;"671785461291978752";https://twitter.com/TweetOfSaif/status/671785461291978752
gvaroon;2015-12-02 01:48;0;0;"#chennairains #ChennaiFloods #ChennaiDrowning https:// twitter.com/Actor_Siddhart h/status/671785057867071488 …";;;#chennairains #ChennaiFloods #ChennaiDrowning;"671785457999417345";https://twitter.com/gvaroon/status/671785457999417345
leejose87;2015-12-02 01:48;0;0;"#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/Jaitwits/statu s/671780735733239809 …";;;#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods;"671785440790220800";https://twitter.com/leejose87/status/671785440790220800
meinincubator;2015-12-02 01:48;0;0;"#MayGodBlessIndia #ChennaiFloods #ChennaiRains @ChennaiIPL All strengths,prayers & thoughts to #ChennaiPpl https:// twitter.com/SirJadeja/stat us/671774514854895616 …";;@ChennaiIPL;#MayGodBlessIndia #ChennaiFloods #ChennaiRains #ChennaiPpl;"671785393461829632";https://twitter.com/meinincubator/status/671785393461829632
sidaura;2015-12-02 01:48;0;0;"@smritiirani some schools were open in Chennai, using IB system as a loop away from state govt orders! #ChennaiFloods";;@smritiirani;#ChennaiFloods;"671785354584657920";https://twitter.com/sidaura/status/671785354584657920
MunchShankar;2015-12-02 01:47;0;0;"Nothing better dan d hugs of ma fur friend in this rain... #rainydays #chennaifloods … https://www. instagram.com/p/-wydb4K7ro/";;;#rainydays #chennaifloods;"671785323941273601";https://twitter.com/MunchShankar/status/671785323941273601
TMManiac;2015-12-02 01:47;0;0;"#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/jaswanth_thota /status/671776079267278849 …";;;#chennairains #chennairainshelp #ICanAccommodate #ChennaiFloods;"671785305276477440";https://twitter.com/TMManiac/status/671785305276477440
VocieOfHindu;2015-12-02 01:47;0;0;"RT mpk178: any recharge needed immediately msg me my num:9994831777 #chennairains #ChennaiFloods #chennaiweather";;;#chennairains #ChennaiFloods #chennaiweather;"671785272783314944";https://twitter.com/VocieOfHindu/status/671785272783314944
VocieOfHindu;2015-12-02 01:47;0;0;"RT rahulkkr1992: Miss Call me for emergency mobile recharge 8950572190 #chennairains #ChennaiFloods #chennaiweather";;;#chennairains #ChennaiFloods #chennaiweather;"671785271818625024";https://twitter.com/VocieOfHindu/status/671785271818625024
VocieOfHindu;2015-12-02 01:47;0;0;"RT raghu146: If any one stuck in #ChennaiFloods with no minimum balance kindly give missed call to 8754449363. Will help you to recharge. #…";;;#ChennaiFloods #;"671785270916874240";https://twitter.com/VocieOfHindu/status/671785270916874240
vkrumr26;2015-12-02 01:47;0;0;"Shame on you Indian Media.... #ChennaiFloods @ndtv @ibnlive @timesofindia #FitforcoveringActorsBums";Lausanne, Switzerland;@ndtv @ibnlive @timesofindia;#ChennaiFloods #FitforcoveringActorsBums;"671785247076413440";https://twitter.com/vkrumr26/status/671785247076413440
muzaffersiraj;2015-12-02 01:47;0;0;"@Ahmedshabbir20 #chennairains #ChennaiFloods #chennaiweather Just in..heavy stand still traffic BTW Saidapet to Guindy..Avoid GST";;@Ahmedshabbir20;#chennairains #ChennaiFloods #chennaiweather;"671785246736576512";https://twitter.com/muzaffersiraj/status/671785246736576512
leejose87;2015-12-02 01:47;2;0;"#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods https:// twitter.com/Kabali_Rajini/ status/671783077329276928 …";;;#chennairains #ChennaiRainshelp #ICanAccommodate #ChennaiFloods;"671785134002057216";https://twitter.com/leejose87/status/671785134002057216
akshaynatu;2015-12-02 01:46;1;0;"Thoughts n prayers with Chennai. Pls follow link to find numbers 4 assistance. Share. #chennairains #ChennaiFloods https:// twitter.com/TimesNow/statu s/671781793293447168 …";;;#chennairains #ChennaiFloods;"671785084131794944";https://twitter.com/akshaynatu/status/671785084131794944
Aravindselvaa;2015-12-02 01:46;0;0;"People travelling on road please keep an eye whether your way is clear. Sink holes may got damaged and opened on roads. #ChennaiFloods";Bengaluru South, India;;#ChennaiFloods;"671785054687793152";https://twitter.com/Aravindselvaa/status/671785054687793152
Shaitaaaaan;2015-12-02 01:46;0;1;"Kudos to everyone sharing any and every little information via Twitter. We are one. Stay strong. #ChennaiFloods will get better.";;;#ChennaiFloods;"671785015018020864";https://twitter.com/Shaitaaaaan/status/671785015018020864
arafathrahman;2015-12-02 01:46;1;0;"Feeling sad for #Chennai #chennairains #ChennaiFloods @Nandhinigaya3 @kokilapinkstar pic.twitter.com/AHZP5bGCt2";;@Nandhinigaya3 @kokilapinkstar;#Chennai #chennairains #ChennaiFloods;"671784977818714112";https://twitter.com/arafathrahman/status/671784977818714112
Tall_Dreams;2015-12-02 01:46;0;0;"#ICanAccomodate #chennairains #ChennaiFloods https:// twitter.com/ArchanaArchuu/ status/671774163221090304 …";;;#ICanAccomodate #chennairains #ChennaiFloods;"671784965013528576";https://twitter.com/Tall_Dreams/status/671784965013528576
vickybpcl2612;2015-12-02 01:46;0;1;"Try to learn something about everything and everything about something. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671784936651689984";https://twitter.com/vickybpcl2612/status/671784936651689984
RockzSuganya;2015-12-02 01:45;4;0;"Army helpline number- 9840295100. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671784820247162880";https://twitter.com/RockzSuganya/status/671784820247162880
meinincubator;2015-12-02 01:45;0;0;"May God gives strength to all the people of #Chennai Those who r helping keep doing gud work. #MayGodBlessIndia #chennairains #ChennaiFloods";;;#Chennai #MayGodBlessIndia #chennairains #ChennaiFloods;"671784791398813697";https://twitter.com/meinincubator/status/671784791398813697
natashachauhan;2015-12-02 01:45;0;0;"#ChennaiFloods";;;#ChennaiFloods;"671784784008339456";https://twitter.com/natashachauhan/status/671784784008339456
Tall_Dreams;2015-12-02 01:45;0;0;"#ICanAccomodate #chennairains #ChennaiFloods https:// twitter.com/Ahmedshabbir20 /status/671779231030906880 …";;;#ICanAccomodate #chennairains #ChennaiFloods;"671784783131705344";https://twitter.com/Tall_Dreams/status/671784783131705344
